OrderID,ProductID
5126467,42
5126290,44
5125208,14
5123778,14
5123180,26
5123107,7
5122564,4
5119084,19
5118291,42
5118236,43
5117950,33
5116361,28
5112746,4
5111535,23
5110611,28
5110307,35
5110254,19
5110124,15
5109863,24
5109176,44
5109033,43
5108020,14
5106667,14
5105259,14
5104358,20
5103609,16
5101637,37
5101351,13
5100762,30
5100396,41
5098804,9
5097693,28
5097391,40
5093382,41
5091019,14
5090798,25
5090597,43
5088230,3
5087868,14
5087577,44
5083505,22
5080973,14
5080444,40
5079633,27
5075502,14
5074356,27
5071490,14
5070125,36
5069903,33
5067305,18
5065724,12
5065108,21
5064566,42
5064052,4
5063601,34
5063519,7
5063084,22
5061696,29
5061311,38
5060465,26
5059939,9
5058814,37
5055838,14
5054913,15
5053162,23
5051452,12
5050825,19
5048565,15
5047776,6
5046712,2
5046567,39
5046487,35
5045779,34
5045563,15
5044303,23
5043928,42
5042915,2
5042141,41
5041833,17
5041581,34
5041101,38
5040628,39
5037792,23
5037125,17
5036148,12
5036030,44
5035563,22
5034619,38
5034117,28
5032732,42
5032691,12
5032523,27
5032436,25
5029254,1
5025689,39
5024509,40
5024025,27
5023832,23
5136154,19
5135056,30
5132314,14
5132087,15
5131921,30
5130946,15
5130222,8
5129413,38
5129054,14
5128196,6
5127489,39
5127018,39
5126819,37
5126467,42
5126290,44
5125208,14
5123778,14
5123180,26
5123107,7
5122564,4
5119084,19
5118291,42
5118236,43
5117950,33
5116361,28
5132361,31
5130660,28
5128953,28
5128832,16
5128700,38
5126070,15
5124718,8
5123880,14
5123162,22
5121083,39
5118562,23
5118061,41
5116843,15
5116681,15
5115914,32
5114027,37
5112981,13
5111746,20
5111307,2
5110394,14
5110371,14
5110271,14
5109365,28
5109071,42
5108621,14
5107878,40
5107806,37
5107243,15
5104474,23
5103956,23
5102295,14
5099683,44
5098613,30
5098331,14
5097698,15
5096829,13
5096502,14
5096286,11
5094016,14
5093691,14
5093635,14
5092019,37
5091708,39
5091181,15
5090600,7
5088736,28
5088592,14
5087769,15
5085964,9
5085730,14
5084675,42
5083280,8
5082218,10
5082227,38
5080213,18
5078313,43
5077823,10
5077521,14
5077031,2
5076977,40
5076737,42
5076351,26
5075807,14
5075440,14
5074580,16
5073662,14
5072030,20
5070223,14
5068794,30
5068133,38
5067111,14
5067009,15
5066754,38
5065841,5
5064583,14
5064469,36
5061717,22
5061522,3
5061331,2
5061102,5
5060919,37
5060570,27
5059891,40
5059720,19
5059663,17
5058930,1
5057316,15
5057158,39
5056919,26
5056907,37
5055509,31
5055135,9
5054853,14
5051384,13
5050921,28
5050216,22
5049728,15
5049131,12
5047296,23
5047078,24
5046303,15
5043669,8
5042746,34
5041950,6
5040536,32
5040365,34
5039572,42
5039226,39
5038643,36
5038377,14
5033735,14
5033328,14
5030079,26
5029019,4
5028657,43
5027580,37
5025505,6
5023989,20
5132361,31
5130660,28
5128953,28
5128832,16
5128700,38
5126070,15
5124718,8
5123880,14
5123162,22
5121083,39
5118562,23
5118061,41
5116843,15
5116681,15
5136114,14
5135953,16
5135824,15
5135444,9
5134938,14
5134681,11
5132960,22
5132195,24
5131851,36
5131747,14
5129761,4
5125889,43
5124358,41
5123994,15
5123562,14
5123423,15
5120464,7
5116871,7
5114223,39
5114005,7
5110854,15
5109359,24
5107284,14
5106103,38
5105606,1
5105120,41
5104731,14
5104268,14
5102540,17
5101277,26
5100712,1
5100528,24
5098589,9
5097682,17
5097695,14
5097314,1
5096237,8
5094892,27
5092048,11
5092006,26
5091560,14
5088236,10
5086700,5
5086442,33
5085770,44
5084456,5
5083917,28
5083529,40
5083421,40
5080435,29
5080351,34
5080265,15
5079369,18
5073600,14
5072639,32
5072603,30
5071210,24
5070733,12
5070620,19
5069940,40
5069414,14
5068702,14
5068372,17
5066954,23
5066565,12
5065340,14
5061287,14
5059926,14
5059549,14
5058826,14
5057159,32
5056924,35
5056656,14
5056306,15
5055601,3
5054967,10
5051692,32
5051430,14
5051342,26
5051042,34
5050730,1
5050192,14
5050211,14
5045472,33
5044854,15
5044797,26
5044099,14
5043769,37
5042127,44
5042050,2
5040528,6
5040077,14
5039003,14
5038603,15
5038502,41
5038346,17
5036465,14
5035793,37
5035206,40
5034138,4
5033388,32
5032392,16
5032378,10
5032011,4
5030855,16
5029946,29
5029838,12
5027321,15
5026755,9
5024461,19
5136114,14
5135953,16
5135824,15
5135444,9
5134938,14
5134681,11
5132960,22
5132195,24
5131851,36
5131747,14
5129761,4
5125889,43
5124358,41
5123994,15
5123562,14
5123423,15
5120464,7
5116871,7
5136432,14
5134860,36
5134520,15
5134371,15
5132975,29
5132774,19
5131296,13
5130508,43
5130229,5
5126815,15
5126259,26
5125618,14
5125311,16
5125089,13
5124929,35
5124458,14
5122342,4
5120682,14
5119430,21
5118695,43
5117799,38
5116422,14
5115862,43
5115701,17
5112850,26
5112708,8
5111928,17
5111015,15
5110533,14
5110464,3
5108544,29
5106794,30
5106455,26
5105817,28
5104296,6
5102244,14
5099757,19
5097704,44
5097389,17
5095639,28
5092446,20
5091975,12
5091648,41
5090874,4
5087835,11
5086865,14
5086144,41
5084548,14
5081781,10
5079251,14
5078834,15
5078505,15
5078350,34
5076526,14
5076358,7
5074186,38
5073694,14
5072010,29
5071778,44
5070875,12
5070217,20
5070022,12
5068399,15
5066286,14
5066071,14
5062724,14
5062482,17
5062108,20
5061015,18
5060434,35
5058455,3
5057415,36
5057136,13
5054580,30
5052957,36
5052246,31
5051862,10
5050653,36
5049944,29
5046604,14
5045687,42
5043895,25
5042657,18
5040381,25
5040169,26
5039643,37
5037375,12
5036147,25
5036008,5
5035326,14
5033427,14
5032302,15
5030895,23
5029836,14
5029761,29
5028336,22
5028185,21
5028003,9
5027919,40
5026908,4
5026455,31
5025555,41
5025278,14
5023569,23
5136432,14
5134860,36
5134520,15
5134371,15
5132975,29
5132774,19
5131296,13
5130508,43
5130229,5
5126815,15
5126259,26
5125618,14
5125311,16
5125089,13
5124929,35
5124458,14
5122342,4
5120682,14
5119430,21
5118695,43
5117799,38
5116422,14
5135914,35
5135908,14
5134451,14
5134370,33
5133082,31
5130774,25
5130374,38
5129104,13
5127668,15
5120953,3
5119870,19
5119610,17
5119437,4
5118765,14
5117303,11
5115723,32
5115074,2
5113692,39
5113488,24
5113343,29
5113111,39
5112711,11
5112494,39
5111365,15
5109413,16
5109116,40
5108715,14
5108512,39
5106842,15
5106642,13
5105892,14
5103022,19
5101679,24
5100627,40
5099209,30
5099028,12
5095019,31
5094051,14
5093968,8
5093722,40
5093052,6
5092485,42
5091960,35
5090745,14
5090688,1
5090071,14
5089851,14
5088280,14
5088092,24
5085414,39
5084930,35
5084516,9
5084352,14
5081140,14
5080396,37
5079994,34
5079062,23
5078714,18
5078509,14
5077212,43
5077179,22
5076123,19
5075443,16
5075198,1
5073409,16
5073338,40
5071617,23
5069115,14
5068462,19
5068200,14
5067704,28
5066888,14
5066704,8
5066272,37
5065972,10
5063143,36
5056629,13
5056061,14
5055703,28
5055565,15
5053752,32
5053120,3
5052467,16
5052110,2
5049357,31
5049274,8
5047686,19
5043424,39
5043338,37
5042240,3
5041953,39
5041165,44
5040740,15
5040611,44
5038575,26
5038189,34
5037975,14
5037890,8
5036501,15
5033171,32
5033069,14
5027775,27
5026768,14
5025451,32
5025398,14
5024652,16
5135914,35
5135908,14
5134451,14
5134370,33
5133082,31
5130774,25
5130374,38
5129104,13
5127668,15
5120953,3
5119870,19
5119610,17
5119437,4
5118765,14
5117303,11
5136276,15
5135922,14
5135628,11
5135036,34
5132459,14
5132266,4
5130357,3
5124142,44
5124055,36
5121957,9
5119296,15
5119303,14
5119300,14
5119201,3
5119019,42
5117750,6
5117354,42
5117317,9
5116922,15
5115773,42
5115705,14
5114436,14
5107668,14
5106473,32
5106366,27
5105675,19
5102710,14
5102640,44
5100023,42
5095975,40
5093369,34
5092984,25
5092675,35
5090521,1
5090428,14
5090001,15
5088194,42
5087751,18
5085751,14
5085163,33
5084243,37
5083742,39
5082784,12
5082098,15
5081275,35
5080415,4
5080241,2
5073276,36
5070877,28
5070453,44
5069379,14
5068300,7
5067758,17
5066529,33
5064588,29
5064490,44
5064202,15
5063995,2
5063498,4
5062736,37
5061276,22
5060185,15
5060190,7
5058834,14
5057806,23
5057528,21
5057451,1
5056312,14
5054551,25
5054046,14
5052329,14
5052142,43
5052147,6
5050183,10
5049892,8
5049709,39
5047358,19
5047203,40
5046849,38
5046444,11
5045957,26
5045183,20
5043786,11
5043047,29
5042267,20
5042153,14
5041835,25
5041402,16
5038616,11
5037004,14
5036439,14
5035021,36
5034843,2
5034728,31
5034320,29
5028527,14
5027486,14
5027071,40
5025233,14
5025100,14
5136276,15
5135922,14
5135628,11
5135036,34
5132459,14
5132266,4
5130357,3
5124142,44
5124055,36
5121957,9
5119296,15
5119303,14
5119300,14
5119201,3
5119019,42
5117750,6
5117354,42
5117317,9
5116922,15
5135258,41
5135119,8
5134399,16
5132619,35
5131436,23
5131042,14
5130087,23
5129109,44
5129076,4
5128380,15
5128307,14
5127490,39
5125794,15
5125164,8
5125056,25
5121571,29
5121355,38
5119680,36
5117875,33
5111975,14
5110165,14
5109759,42
5109427,41
5109444,15
5109342,15
5106834,33
5106697,37
5105273,14
5104211,27
5104096,14
5102755,14
5102436,10
5101779,14
5101475,22
5100861,9
5100592,19
5099627,13
5099511,10
5099060,14
5099050,19
5098950,14
5098496,24
5098428,41
5097835,37
5095169,29
5094004,15
5093121,21
5092377,1
5090069,13
5089758,14
5089596,14
5088542,23
5086551,38
5083735,14
5082652,38
5082348,6
5080726,15
5080316,25
5077042,5
5076879,8
5075506,19
5072035,2
5069849,22
5067129,15
5065942,14
5062693,14
5056585,41
5054906,9
5054761,12
5053984,24
5053284,13
5049888,26
5049089,14
5048958,24
5048227,36
5047903,25
5047232,25
5047007,21
5046110,18
5046082,15
5043698,1
5043368,14
5042803,28
5038709,31
5037343,33
5037271,23
5037035,15
5036232,14
5034569,14
5033509,14
5033478,15
5032885,1
5031704,31
5026773,5
5026390,25
5024271,14
5135258,41
5135119,8
5134399,16
5132619,35
5131436,23
5131042,14
5130087,23
5129109,44
5129076,4
5128380,15
5128307,14
5127490,39
5125794,15
5125164,8
5125056,25
5121571,29
5121355,38
5119680,36
5117875,33
5135817,14
5134449,4
5133339,3
5131018,22
5128696,42
5124936,19
5124822,31
5121967,40
5121423,24
5120208,1
5119812,5
5119284,3
5119155,42
5118109,14
5117886,3
5117127,9
5116389,30
5115205,9
5112567,34
5112049,20
5111597,40
5111429,14
5111160,14
5109664,9
5109206,43
5108944,28
5107343,37
5106861,12
5104868,16
5104649,40
5104489,21
5104357,4
5103700,24
5102665,32
5101476,23
5100582,14
5100233,40
5098452,1
5097993,38
5097311,14
5096672,20
5096288,33
5095007,15
5093053,3
5090890,7
5089933,15
5087833,14
5087393,44
5085918,14
5084692,25
5081829,14
5081518,40
5079090,32
5077362,7
5076265,44
5075853,35
5075185,40
5074667,28
5074603,24
5071488,25
5070215,8
5068296,34
5068266,5
5067442,43
5064695,32
5063471,25
5058108,44
5057028,26
5055345,28
5054485,14
5054070,35
5053677,12
5052628,6
5051298,14
5050981,14
5050925,7
5050784,14
5050439,14
5050028,28
5046788,5
5046012,14
5044342,10
5043741,17
5040553,14
5040047,16
5039388,41
5036545,14
5035884,30
5035592,24
5030908,42
5030498,35
5027530,14
5026481,14
5026018,25
5023835,2
5135817,14
5134449,4
5133339,3
5131018,22
5128696,42
5124936,19
5124822,31
5121967,40
5121423,24
5120208,1
5119812,5
5119284,3
5119155,42
5118109,14
5117886,3
5117127,9
5116389,30
5135756,34
5134522,36
5132771,2
5132150,13
5130281,44
5129783,14
5129711,42
5128348,18
5127695,40
5126422,3
5122846,23
5117797,29
5114982,7
5114506,15
5113313,39
5113173,14
5113006,14
5111884,12
5111413,26
5111459,43
5108579,4
5107077,14
5105706,21
5104621,4
5104175,35
5103770,14
5103528,41
5103236,41
5102367,28
5098298,42
5096810,5
5096583,15
5096490,26
5093919,14
5092233,38
5091561,18
5091023,8
5089734,6
5089520,16
5088068,14
5086077,38
5086001,42
5083789,39
5083615,14
5082932,21
5082541,39
5080959,14
5080589,5
5077352,14
5074942,1
5074927,6
5074099,14
5074070,41
5074036,34
5070512,21
5069917,8
5069351,20
5066177,13
5062956,14
5062963,33
5062534,30
5062203,11
5060735,14
5058946,15
5058864,37
5057239,32
5055150,14
5054793,34
5054662,15
5054336,39
5051996,15
5051250,23
5048864,5
5048441,17
5044938,14
5044406,4
5043394,24
5043206,35
5042371,14
5041559,15
5041224,2
5039395,6
5039163,2
5038638,4
5036421,12
5036317,23
5035991,16
5035983,14
5033731,14
5033287,37
5032989,2
5032806,6
5032445,14
5032029,9
5031503,14
5030509,17
5026629,7
5135756,34
5134522,36
5132771,2
5132150,13
5130281,44
5129783,14
5129711,42
5128348,18
5127695,40
5126422,3
5122846,23
5117797,29
5133332,17
5132835,4
5131575,39
5128374,24
5127287,35
5124140,31
5122118,14
5121776,23
5121029,37
5120905,15
5119854,40
5118861,42
5118448,16
5117651,28
5116510,5
5114197,13
5111133,36
5110122,43
5109875,41
5108129,20
5105767,19
5103794,34
5103301,35
5103043,24
5101127,6
5100794,40
5098853,14
5096183,14
5094304,16
5089791,10
5088324,15
5088237,34
5088214,36
5087852,18
5081552,14
5080896,11
5080741,14
5079463,11
5079084,20
5078539,4
5077993,19
5077359,7
5076000,24
